X,Y,OBJECTID,NAME_FIELD,NAME_FIE_1,NAME_FIE_2,ADDRESS,BLD_NUM,STREET_NAM,STREET_TYP,CITY,STATE,ZIP,URL
-71.273532481999951,41.669071921000068,1,Bristol Fire Department, Eveready Station, ,72 Church St,72,Church,St,Bristol,RI,02809,http://www.bristolri.us/fire/stations.php
-71.748874795999939,41.405082354000058,2,Bradford Volunteer Fire Department, , ,3 North Main St,3,North Main,St,Bradford,RI,02808,http://www.fire-marshal.ri.gov/departments.php
-71.260593816999972,41.686607781000077,3,Bristol Fire Department, Hydraulic Fire Station, ,4 Annawamscutt Dr,4,Annawamscutt,Dr,Bristol,RI,02809,http://www.bristolri.us/fire/stations.php
-71.273532481999951,41.669071921000068,4,Bristol Fire And Rescue Department, , ,72 Church St,72,Church,St,Bristol,RI,02809,http://www.bristolri.us/fire/stations.php
-71.278989059999958,41.691668867000033,5,Bristol Fire Department, Defiance Hose Company, ,1124 Hope St,1124,Hope,St,Bristol,RI,02809,http://www.bristolri.us/fire/stations.php
-71.705204733999949,41.355988649000039,6,Dunns Corner Fire Department,Station 2, ,5664 Post Rd,5664,Post,Rd,Charlestown,RI,02813,http://www.dunnscornersfire.com/
-71.328083600999946,41.748095869000053,7,Barrington Fire Department, , ,100 Federal Rd,100,Federal,Rd,Barrington,RI,02806,http://www.barringtonrifire.com/
-71.294396578999965,41.745909219000055,8,Hampden Meadows Volunteer Fire Company, , ,168 Sowams Rd,168,Sowams,Rd,Barrington,RI,02806,http://www.hmvfc.org/
-71.670202626999981,41.913508860000036,9,Chepachet Fire Department, , ,1170 Putnam Pike,1170,Putnam,Pike,Glocester,RI,02814,http://www.chepachetfire.com/
-71.570976863999988,41.176782050000043,10,New Shoreham Fire And Rescue,Block Island Station, ,10 Beach Ave,10,Beach,Ave,New Shoreham,RI,02807,http://www.new-shoreham.com/displayboards.cfm?id=29
-71.784717178999983,41.425241454000059,11,Ashaway Volunteer Fire Association, , ,213 Main St,213,Main,St,Hopkinton,RI,02804,http://www.ashawayfire.org/
-71.663864928999942,41.47224381400008,12,Richmond-Carolina Fire District,Station 1, ,208 Richmond Townhouse Rd,208,Richmond Townhouse,Rd,Richmond,RI,02812,http://www.rcfd.org/
-71.634728281999969,41.381868163000036,13,Cross Mills Fire Department,Station 2, ,4258 Old Post Rd,4258,Old Post,Rd,Charlestown,RI,02813,http://www.crossmillsfd.org/
-71.543334027999947,41.69770526700006,14,Coventry Fire District, Anthony Fire Station, ,571 Washington St,571,Washington,St,Coventry,RI,02816,http://www.anthonyfirestation.com
-71.554383780999956,41.674240738000037,15,Central Coventry Fire District,Station 4, ,240 Arnold Rd,240,Arnold,Rd,Coventry,RI,02816,http://www.centralcoventryfd.com/home.php
-71.777857235999988,41.919667650000065,16,West Glocester Fire Department,Station 1, ,2410 Putnam Pike,2410,Putnam,Pike,Glocester,RI,02814,http://www.glocesterri.org/firerescue.htm
-71.745674417999965,41.869364546000043,17,West Glocester Fire Department,Station 2, ,22 Acciardo Dr,22,Acciardo,Dr,Glocester,RI,02814,http://www.glocesterri.org/firerescue.htm
-71.647871919999943,41.426325410000061,18,Charlestown-Richmond Fire Department,Station 1, ,4377 South County Trl,4377,South County,Trl,Charlestown,RI,02813,http://chasfiredist.com/Home_Page.php
-71.585134942999957,41.656062310000038,19,Lake Mishnock Volunteer Fire Department, , ,166 Mishnock Rd,166,Mishnock,Rd,West Greenwich,RI,02817,http://www.lakemishnockfire-rescue.org/
-71.56918406799997,41.668047054000056,20,Hopkins Hill Fire District, , ,1 Bestwick Trl,1,Bestwick,Trl,Coventry,RI,02816,http://www.hopkinshillfd.com
-71.636326629999985,41.703021291000027,21,Central Coventry Fire District,Station 7, ,2847 Flat River Rd,2847,Flat River,Rd,Coventry,RI,02816,http://www.centralcoventryfd.com/home.php
-71.63459183599997,41.614934978000065,22,West Greenwich Fire Department, , ,830 Nooseneck Hill Rd,830,Nooseneck Hill,Rd,West Greenwich,RI,02817,http://www.wgtownri.org/safety/fire.php
-71.689023797999937,41.640954347000047,23,Hianloland Fire Department,Station 1, ,270 Victory Hwy,270,Victory,Hwy,West Greenwich,RI,02817,http://www.hianlolandfire.org
-71.736225951999984,41.816317774000026,24,South Foster Fire Department, , ,5 Mount Hygeia Rd,5,Mount Hygeia,Rd,Foster,RI,02825,http://www.townoffoster.com/fire.htm
-71.449613752999937,41.660000643000046,25,East Greenwich Fire District,Station 1, ,284 Main St,284,Main,St,East Greenwich,RI,02818,http://www.egfiredistrict.net/
-71.753399147999971,41.640734476000034,26,Hianloland Fire Company,Station 2,Rescue 3,244 Plain Rd,244,Plain,Rd,West Greenwich,RI,02817,http://www.hianlolandfire.org
-71.595794574999957,41.887427827000067,27,Harmony Fire Department, , ,194 Putnam Pike,194,Putnam,Pike,Glocester,RI,02814,http://harmonyfd.com/
-71.508627827999987,41.625043621000032,28,East Greenwich Fire District,Station 2, ,1180 Frenchtown Rd,1180,Frenchtown,Rd,East Greenwich,RI,02818,http://www.egfiredistrict.net/
-71.692985049999947,41.697046598000043,29,Western Coventry Fire District,Station 1, ,1110 Victory Hwy,1110,Victory,Hwy,Coventry,RI,02827,http://www.wcfd.net/
-71.54512916799996,41.578309200000035,30,Exeter Fire Department 1,Station 1, ,305 Ten Rod Rd,305,Ten Rod,Rd,Exeter,RI,02822,http://exeterfd.com/
-71.631610366999951,41.765648321000072,31,Potterville Fire Department, , ,953 Tunk Hill Rd,953,Tunk Hill,Rd,Foster,RI,02825,http://www.pottervillefd.org/
-71.547264914999971,41.533322242000054,32,Exeter Fire Department 2,Station 2, ,471 South County Trl,471,South County,Trl,Exeter,RI,02822,http://exeterfd.com/
-71.742696011999953,41.731853224000076,33,Moosup Valley Fire Department, , ,55 Moosup Valley Rd,55,Moosup Valley,Rd,Foster,RI,02825,http://www.townoffoster.com/fire.htm
-71.552848988999983,41.871768951000035,34,Smithfield Fire Department,Station 1, Headquarters,607 Putnam Pike,607,Putnam,Pike,Smithfield,RI,02828,http://www.smithfieldfire.com/
-71.719090223999956,41.785317560000067,35,Foster Center Fire Department, , ,86 Foster Center Rd,86,Foster Center,Rd,Foster,RI,02825,http://www.townoffoster.com/fire.htm
-71.168797470999948,41.510119791000079,36,Little Compton Fire Department, , ,60 Simmons Rd,60,Simmons,Rd,Little Compton,RI,02837,http://www.little-compton.com/dept.php
-71.612682040999971,41.980050893000055,37,Nasonville Fire Department, , ,2577 Victory Hwy,2577,Victory,Hwy,Burrillville,RI,02830,http://www.burrillville.org/Public_Documents/FOV1-0000F6D7/links
-71.716216448999944,41.507257254000081,38,Hope Valley - Wyoming Fire District,Station 1, ,996 Main St,996,Main,St,Hopkinton,RI,02832,http://www.hvwfd.org
-71.319679426999983,41.516878514000041,39,Naval Station Newport Fire Department,Dod, ,690 Peary St,690,Peary,St,Newport,RI,02841,https://www.cnic.navy.mil/regions/cnrma/installations/ns_newport/om/fire_and_emergency_services/FireDepartment.html
-71.678989097999988,41.968646080000042,40,Harrisville Fire Department, , ,201 Callahan School St,201,Callahan School,St,Burrillville,RI,02830,http://www.harrisvilleri.org/
-71.471684548999974,41.967901331000064,41,Manville Fire Department, , ,112 Old Main St,112,Old Main,St,Lincoln,RI,02838,http://www.manvillefire.com/
-71.316782554999975,41.490492515000028,42,Newport Fire Department,Station 1, ,21 West Marlborough St,21,West Marlborough,St,Newport,RI,02840,http://www.cityofnewport.com/departments/fire
-71.716216448999944,41.507257254000081,43,Hope Valley - Wyoming Fire District,Camp Yawgoog, ,996 Main St,996,Main,St,Hope Valley,RI,02832,http://www.hvwfd.org
-71.370836630999975,41.496561687000053,44,Jamestown Fire Department, , ,50 Narragansett Ave,50,Narragansett,Ave,Jamestown,RI,02835,http://jamestownfd.com/
-71.495631057999958,41.538885787000027,45,North Kingstown Fire Department,Station 5, ,171 Indian Corner Rd,171,Indian Corner,Rd,North Kingstown,RI,02852,http://www.northkingstown.org/departments/fire
-71.310755808999943,41.488334886000075,46,Newport Fire Department,Station 5, ,119 Touro St,119,Touro,St,Newport,RI,02840,http://www.cityofnewport.com/departments/fire
-71.412336539999956,41.593544354000073,47,Quonset Fire Department, , ,210 Airport St,210,Airport,St,North Kingstown,RI,02852,http://www.fire-marshal.ri.gov/departments.php
-71.318312580999986,41.468437789000063,48,Newport Fire Department,Station 2, ,100 Old Fort Rd,100,Old Fort,Rd,Newport,RI,02840,http://www.cityofnewport.com/departments/fire
-71.591659119999974,41.833150694000039,49,North Scituate Fire Department, , ,201 Danielson Pike,201,Danielson,Pike,Scituate,RI,02857,http://www.northscituatefd.org/
-71.460310183999979,41.576530955000067,50,North Kingstown Fire Department,Station 1, ,8150 Post Rd,8150,Post,Rd,North Kingstown,RI,02852,http://www.northkingstown.org/departments/fire
-71.646137350999936,41.960007687000029,51,Oakland-Mapleville Fire Department,Station 1, ,46 Oakland School St,46,Oakland School,St,Burrillville,RI,02858,http://www.fire-marshal.ri.gov/departments.php
-71.662565638999979,41.815975949000062,52,Chopmist Hill Fire Department, , ,1362 Chopmist Hill Rd,1362,Chopmist Hill,Rd,Scituate,RI,02857,http://www.scituateri.org/fire.htm
-71.761632168999938,41.998430112000051,53,Wallum Lake Fire Department, , ,2198 Wallum Lake Rd,2198,Wallum Lake,Rd,Burrillville,RI,02859,http://www.fire-marshal.ri.gov/departments.php
-71.273524922999968,41.521290615000055,54,Middletown Fire Department, , ,239 Wyatt Rd,239,Wyatt,Rd,Middletown,RI,02842,http://www.middletownri.com/government/4/Fire-Department
-71.459032643999933,41.622270152000056,55,North Kingstown Fire Department,Station 3, ,6445 Post Rd,6445,Post,Rd,North Kingstown,RI,02852,http://www.northkingstown.org/departments/fire
-71.392856938999955,41.887980719000041,56,Central Falls Fire Department, , ,160 Illinois St,160,Illinois,St,Central Falls,RI,02863,http://www.centralfallsfire.com/
-71.43154203399996,41.938780562000034,57,Cumberland Fire District, , ,1530 Mendon Rd,1530,Mendon,Rd,Cumberland,RI,02864,http://www.cumberlandri.org/fire.htm
-71.394945738999979,41.91763843800004,58,Valley Falls Fire Department, , ,555 High St,555,High,St,Cumberland,RI,02864,http://valleyfallsfire.com
-71.395935202999965,41.979281423000032,59,North Cumberland Fire Department, , ,50 Arnold Mills Rd,50,Arnold Mills,Rd,Cumberland,RI,02864,http://www.northcumberlandfire.com/
-71.409342510999977,41.903934613000047,60,Lonsdale Fire Department, , ,224 Front St,224,Front,St,Lincoln,RI,02865,http://www.fire-marshal.ri.gov/departments.php
-71.432663807999973,41.93078855300007,61,Quinnville Fire Department, , ,861 Lower River Rd,861,Lower River,Rd,Lincoln,RI,02865,http://www.fire-marshal.ri.gov/departments.php
-71.448537042999988,41.928488743000059,62,Lime Rock Fire Department, Headquarters, ,1085 Great Rd,1085,Great,Rd,Lincoln,RI,02865,http://www.fire-marshal.ri.gov/departments.php
-71.253847063999956,41.592888486000049,63,Portsmouth Fire Department, , ,2300 East Main Rd,2300,East Main,Rd,Portsmouth,RI,02871,http://www.portsmouthfire.com/index.html
-71.407837917999984,41.89441449900005,64,Saylesville Fire Department, , ,1 Chapel St,1,Chapel,St,Lincoln,RI,02865,http://www.fire-marshal.ri.gov/departments.php
-71.701018240999986,41.962138364000054,65,Pascoag Fire Department, , ,105 Main St,105,Main,St,Burrillville,RI,02859,http://www.pascoagfire.org/
-71.307932522999977,41.60323039900004,66,Prudence Island Volunteer Fire Department, , ,0292 Narragansett Ave,0292,Narragansett,Ave,Prudence Island,RI,02872,http://pivfd.org/
-71.455562542999985,41.951086323000027,67,Albion Fire Department, , ,38 School St,38,School,St,Lincoln,RI,02865,http://www.fdalbionri.org/
-71.524198868999974,41.39142130700003,68,Snug Harbor Volunteer Fire Department, , ,17 Bliss Rd,17,Bliss,Rd,South Kingstown,RI,02879,http://www.unionfiredistrict.com/index.php?page=stations&station=5
-71.463033019999955,41.466129503000047,69,Tower Hill Fire Department, , ,4124 Tower Hill Rd,4124,Tower Hill,Rd,South Kingstown,RI,02879,http://www.unionfiredistrict.com/index.php?page=stations&station=6
-71.185693812999943,41.670644991000074,70,Tiverton Fire Department,Station 2, ,85 Main Rd,85,Main,Rd,Tiverton,RI,02878,http://www.tivertonfire.com/Tiverton_Fire_Department/Stations.html
-71.42451342399994,41.524334482000029,71,North Kingstown Fire Department,Station 2, ,1865 Boston Neck Rd,1865,Boston Neck,Rd,North Kingstown,RI,02874,http://www.northkingstown.org/departments/fire
-71.501755679999974,41.449550124000041,72,Peace Dale Fire Department, , ,460 High St,460,High,St,South Kingstown,RI,02879,http://www.unionfiredistrict.com/index.php?page=stations&station=1
-71.551506125999936,41.387178586000061,73,Matunuck Volunteer Fire Department, , ,49 Matunuck School House Rd,49,Matunuck School House,Rd,South Kingstown,RI,02879,http://www.unionfiredistrict.com/index.php?page=stations&station=7
-71.147045404999972,41.624318353000035,74,Tiverton Fire Department,Station 3, ,45 Crandall Rd,45,Crandall,Rd,Tiverton,RI,02878,http://www.tivertonfire.com/Tiverton_Fire_Department/Stations.html
-71.496166862999985,41.43857945700006,75,Wakefield Fire Department, , ,197 Robinson St,197,Robinson,St,South Kingstown,RI,02879,http://www.unionfiredistrict.com/index.php?page=stations&station=2
-71.176629557999945,41.571419861000038,76,Tiverton Fire Department,Station 4, ,287 East Rd,287,East,Rd,Tiverton,RI,02878,http://www.tivertonfire.com/Tiverton_Fire_Department/Stations.html
-71.560399030999974,41.426834789000054,77,Tuckertown Fire Department, , ,1116 Ministerial Rd,1116,Ministerial,Rd,South Kingstown,RI,02879,http://www.unionfiredistrict.com/index.php?page=stations&station=8
-71.485685405999959,41.38627146500005,78,Narragansett Fire Department,Station 2, ,900 Point Judith Rd,900,Point Judith,Rd,Narragansett,RI,02882,http://www.narragansettri.gov/index.aspx?nid=121
-71.491175966999947,41.444713611000054,79,South Kingstown Forest Fire Department, , ,36 School St,36,School,St,South Kingstown,RI,02879,http://www.unionfiredistrict.com/index.php?page=stations&station=3
-71.281186556999955,41.729164446000027,80,Warren Fire Department, Mechanics Fire Company Station 2, ,1 Joyce St,1,Joyce,St,Warren,RI,02885,http://www.townofwarren-ri.gov/departmentsaz/firedepartment.html
