X,Y,OBJECTID,NAME_FIELD,NAME_FIE_1,NAME_FIE_2,ADDRESS,BLD_NUM,STREET_NAM,STREET_TYP,CITY,STATE,ZIP,URL
-71.459780902999967,41.431948269000031,81,Narragansett Fire Department,Station 1, ,40 Caswell St,40,Caswell,St,Narragansett,RI,02882,http://www.narragansettri.gov/index.aspx?nid=121
-71.521637882999983,41.487278457000059,82,Kingston Fire District, , ,35 Bills Rd,35,Bills,Rd,Kingstown,RI,02881,http://www.kingstonfire.net/
-71.438103935999948,41.489759837000065,83,Narragansett Fire Department,Station 3, ,1170 Boston Neck Rd,1170,Boston Neck,Rd,Narragansett,RI,02882,http://www.narragansettri.gov/index.aspx?nid=121
-71.235837653999965,41.707542183000044,84,Warren Fire Department, Touisett Fire Company, ,99 Touisset Rd,99,Touisset,Rd,Warren,RI,02885,http://www.townofwarren-ri.gov/departments/firedepartment.html
-71.484286590999943,41.710367981000047,85,Warwick Fire Department,Station 9, ,314 Commonwealth Ave,314,Commonwealth,Ave,Warwick,RI,02886,http://www.warwickfirefighters.org/
-71.26943388799998,41.729592633000038,86,Warren Fire Department, Rough And Ready Station 5, ,342 Metacom Ave,342,Metacom,Ave,Warren,RI,02885,http://www.townofwarren-ri.gov/departments/firedepartment.html
-71.281186556999955,41.729164446000027,87,Warren Fire Department, Massasoit Hook And Ladder, ,1 Joyce St,1,Joyce,St,Warren,RI,02885,http://www.townofwarren-ri.gov/departments/firedepartment.html
-71.458635311999956,41.701861321000081,88,Warwick Fire Department,Station 1, ,111 Veterans Memorial Dr,111,Veterans Memorial,Dr,Warwick,RI,02886,http://www.warwickfirefighters.org/
-71.280413984999939,41.721627842000032,89,Warren Fire Department, Narragansett Engine Company Station 3, ,3 Vernon St,3,Vernon,St,Warren,RI,02885,http://www.townofwarren-ri.gov/departmentsaz/firedepartment.html
-71.435824537999963,41.736387695000076,90,Warwick Fire Department,Station 8, ,1651 Post Rd,1651,Post,Rd,Warwick,RI,02888,http://www.warwickfirefighters.org/
-71.383745039999951,41.707399317000068,91,Warwick Fire Department,Station 4, ,1501 West Shore Rd,1501,West Shore,Rd,Warwick,RI,02889,http://www.warwickfirefighters.org/
-71.408387871999935,41.703752887000064,92,Warwick Fire Department,Station 3, ,2373 West Shore Rd,2373,West Shore,Rd,Warwick,RI,02889,http://www.warwickfirefighters.org/
-71.284566945999984,41.730969364000032,93,Warren Fire Department And Rescue, , ,34 Miller St,34,Miller,St,Warren,RI,02885,http://www.townofwarren-ri.gov/departments/firedepartment.html
-71.470709149999948,41.684749710000062,94,Warwick Fire Department,Station 5, ,450 Cowesett Rd,450,Cowesett,Rd,Warwick,RI,02886,http://www.warwickfirefighters.org/
-71.413792168999976,41.754574168000033,95,Warwick Fire Department,Station 2, ,771 Post Rd,771,Post,Rd,Warwick,RI,02888,http://www.warwickfirefighters.org/
-71.636214944999949,41.556887290000077,96,Richmond-Carolina Fire District,Station 3, ,2 Bell Schoolhouse Rd,2,Bell Schoolhouse,Rd,Richmond,RI,02892,http://www.rcfd.org/
-71.391327534999959,41.728914402000044,97,Warwick Fire Department,Station 6, ,456 West Shore Rd,456,West Shore,Rd,Warwick,RI,02889,http://www.warwickfirefighters.org/
-71.768806284999982,41.351029149000055,98,Dunns Corner Fire Department,Station 1, ,1 Langworthy Rd,1,Langworthy,Rd,Westerly,RI,02891,http://www.dunnscornersfire.com/
-71.491624134999938,41.71903267700003,99,West Warwick Fire Department,Station 3, ,683 Providence St,683,Providence,St,West Warwick,RI,02893,http://www.westwarwickri.org/index.asp?Type=B_BASIC&SEC=%7BA9EC5237-3BAB-46CB-9565-60181056F45D%7D
-71.818421056999966,41.325347763000025,100,Misquamicut Fire Department, , ,65 Crandall Ave,65,Crandall,Ave,Westerly,RI,02891,http://www.misquamicutfiredistrict.org/
-71.517261368999982,41.684962119000033,101,West Warwick Fire Department,Station 4, ,110 Cowesett Ave,110,Cowesett,Ave,West Warwick,RI,02893,http://www.westwarwickri.org/index.asp?Type=B_BASIC&SEC=%7BA9EC5237-3BAB-46CB-9565-60181056F45D%7D
-71.848434471999951,41.317334076000066,102,Watch Hill Fire Department, , ,222 Watch Hill Rd,222,Watch Hill,Rd,Westerly,RI,02891,http://www.watchhillfire.com/
-71.829879188999939,41.376239957000053,103,Westerly Fire Department,Station 1,Headquarters,7 Union St,7,Union,St,Westerly,RI,02891,http://www.westerlyfire.com
-71.826074917999961,41.349660583000059,104,Westerly Fire Department,Station 2, ,180 Beach St,180,Beach,St,Westerly,RI,02891,http://www.westerlyfire.com/stations.htm
-71.522799685999985,41.706563630000062,105,West Warwick Fire Department,Station 1,Headquarters,1176 Main St,1176,Main,St,West Warwick,RI,02893,http://www.westwarwickri.org/index.asp?Type=B_BASIC&SEC=%7BA9EC5237-3BAB-46CB-9565-60181056F45D%7D
-71.476930003999939,42.00799668500008,106,Woonsocket Fire Department,Station 4, ,806 Mendon Rd,806,Mendon,Rd,Woonsocket,RI,02895,http://www.woonsocketfire.org/
-71.711087645999953,41.438054135000073,107,Hope Valley - Wyoming Fire District,Station 2, ,350 Church St,350,Church,St,Richmond,RI,02894,http://www.hvwfd.org/
-71.529818190999947,42.001193407000073,108,Woonsocket Fire Department,Station 6, ,504 Fairmount St,504,Fairmount,St,Woonsocket,RI,02895,http://www.woonsocketfire.org/
-71.526542850999988,41.72053737400006,109,West Warwick Fire Department,Station 2, ,834 Main St,834,Main,St,West Warwick,RI,02893,http://www.westwarwickri.org/index.asp?Type=B_BASIC&SEC=%7BA9EC5237-3BAB-46CB-9565-60181056F45D%7D
-71.549810937999951,41.959499168000036,110,North Smithfield Fire And Rescue Service Incorporated Station 2 Headquarters, Primrose, ,1470 Providence Pike,1470,Providence,Pike,North Smithfield,RI,02896,http://www.nsmithfieldri.org/town-departments/north-smithfield-fire-and-rescue-services-inc/
-71.513894447999974,42.00877476200003,111,Woonsocket Fire Department,Station 3, ,241 North Main St,241,North Main,St,Woonsocket,RI,02895,http://www.woonsocketfire.org/
-71.558500723999941,41.487322781000046,112,West Kingston Fire Department, , ,390 Fairgrounds Rd,390,Fairgrounds,Rd,South Kingstown,RI,02892,http://www.unionfiredistrict.com/index.php?page=stations&station=9
-71.462239233999981,41.978895500000078,113,Cumberland Hill Fire Department, , ,3502 Mendon Rd,3502,Mendon,Rd,Cumberland,RI,02895,http://www.cumberlandhillfire.com/
-71.521850168999947,41.994008374000032,114,Woonsocket Fire Department,Station 1, ,169 Providence St,169,Providence,St,Woonsocket,RI,02895,http://www.woonsocketfire.org/
-71.420491593999941,41.819803690000072,115,Providence Fire Department,Headquarters, ,325 Washington St,325,Washington,St,Providence,RI,02903,http://www.providenceri.com/fire
-71.551714095999955,42.00034095500007,116,North Smithfield Fire And Rescue Service Incorporated Station 1, , ,675 Saint Paul St,675,Saint Paul,St,North Smithfield,RI,02896,http://www.nsmithfieldri.org/town-departments/north-smithfield-fire-and-rescue-services-inc/
-71.426154910999969,41.868067144000065,117,North Providence Fire Department,Station 4, ,1080 Mineral Spring Ave,1080,Mineral Spring,Ave,North Providence,RI,02904,http://www.npfire.com/
-71.497356152999942,42.002143946000047,118,Woonsocket Fire Department,Station 2, ,5 Cumberland Hill Rd,5,Cumberland Hill,Rd,Woonsocket,RI,02895,http://www.woonsocketfire.org/
-71.448187857999983,41.859708199000067,119,North Providence Fire Department,Station 3, ,1264 Douglas Ave,1264,Douglas,Ave,North Providence,RI,02904,http://www.npfire.com/
-71.470476271999985,41.860443114000077,120,North Providence Fire Department,Station 1, ,1967 Mineral Spring Ave,1967,Mineral Spring,Ave,North Providence,RI,02904,http://www.npfire.com/
-71.651755716999958,41.503060098000049,121,Richmond-Carolina Fire District,Station 2, ,252 Kingstown Rd,252,Kingstown,Rd,Richmond,RI,02898,http://www.rcfd.org/
-71.409242477999953,41.828752884000039,122,Providence Fire Department,North Main Street, ,151 North Main St,151,North Main,St,Providence,RI,02903,http://www.providenceri.com/fire/north-main-street
-71.394583830999977,41.846841986000072,123,Providence Fire Department,Rochambeau Avenue, ,273 Rochambeau Ave,273,Rochambeau,Ave,Providence,RI,02906,http://www.providenceri.com/fire/rochambeau-avenue
-71.418307496999944,41.800728569000057,124,Providence Fire Department,Broad Street, ,845 Broad St,845,Broad,St,Providence,RI,02907,http://www.providenceri.com/fire/broad-street
-71.403127961999985,41.773575841000024,125,Cranston Fire Department,Station 1, ,131 Park Ave,131,Park,Ave,Cranston,RI,02905,http://www.cranstonri.com/generalpage.php?page=25
-71.398416811999937,41.822790877000045,126,Providence Fire Department,Brook Street, ,223 Brook St,223,Brook,St,Providence,RI,02906,http://www.providenceri.com/fire/brook-street
-71.397205972999984,41.793872805000035,127,Providence Fire Department,Allens Avenue, ,776 Allens Ave,776,Allens,Ave,Providence,RI,02905,http://www.providenceri.com/fire/allens-avenue
-71.430824123999969,41.846179074000077,128,Providence Fire Department,Admiral Street, ,426 Admiral St,426,Admiral,St,Providence,RI,02908,http://www.providenceri.com/fire/admiral-street
-71.437896388999945,41.824277067000025,129,Providence Fire Department,Atwells Avenue, ,630 Atwells Ave,630,Atwells,Ave,Providence,RI,02909,http://www.providenceri.com/fire/atwells-avenue
-71.408463023999957,41.841892306000034,130,Providence Fire Department,Branch Avenue, ,10 Branch Ave,10,Branch,Ave,Providence,RI,02904,http://www.providenceri.com/fire/branch-avenue
-71.386627066999949,41.833252482000034,131,Providence Fire Department,Humbolt Avenue, ,155 Humboldt Ave,155,Humboldt,Ave,Providence,RI,02906,http://www.providenceri.com/fire/humboldt-avenue
-71.449074014999951,41.82948219900004,132,Providence Fire Department,Mt. Pleasant Avenue, ,131 Mount Pleasant Ave,131,Mount Pleasant,Ave,Providence,RI,02908,http://www.providenceri.com/fire/mt-pleasant-avenue
-71.429853452999964,41.789086165000072,133,Providence Fire Department,Reservoir Avenue, ,274 Reservoir Ave,274,Reservoir,Ave,Providence,RI,02907,http://www.providenceri.com/fire/reservoir-avenue
-71.435073286999966,41.809937055000034,134,Providence Fire Department,Messer Street, ,201 Messer St,201,Messer,St,Providence,RI,02909,http://www.providenceri.com/fire/messer-street
-71.467176438999957,41.846300710000037,135,North Providence Fire Department,Station 2, ,369 Fruit Hill Ave,369,Fruit Hill,Ave,North Providence,RI,02911,http://www.npfire.com/
-71.361611445999984,41.768454474000066,136,East Providence Fire Department,Station 2, ,329 Bullocks Point Ave,329,Bullocks Point,Ave,East Providence,RI,02915,http://www.eastprovfirerescue.com/TITLEPAGE.html
-71.369966713999986,41.816179461000047,137,East Providence Fire Department,Station 1, ,913 Broadway,913,Broadway, ,East Providence,RI,02914,http://www.eastprovfirerescue.com/TITLEPAGE.html
-71.459803223999984,41.818937023000046,138,Providence Fire Department,Hartford Avenue, ,489 Hartford Ave,489,Hartford,Ave,Providence,RI,02909,http://www.providenceri.com/fire/hartford-avenue
-71.509544893999987,41.885867351000059,139,Smithfield Fire Department,Station 2, ,66 Farnum Pike,66,Farnum,Pike,Smithfield,RI,02917,http://www.smithfieldfire.com/
-71.435142316999986,41.779653513000028,140,Cranston Fire Department,Station 2, ,301 Pontiac Ave,301,Pontiac,Ave,Cranston,RI,02910,http://www.cranstonri.com/generalpage.php?page=25
-71.537492436999969,41.829760537000027,141,Johnston Fire Department,Station 4, ,2289 Hartford Ave,2289,Hartford,Ave,Johnston,RI,02919,http://www.fire-marshal.ri.gov/departments.php
-71.500412131999951,41.827231298000072,142,Johnston Fire Department,Station 3,Headquarters,1520 Atwood Ave,1520,Atwood,Ave,Johnston,RI,02919,http://www.fire-marshal.ri.gov/departments.php
-71.361372754999934,41.798087680000037,143,East Providence Fire Department,Station 4, ,66 Wampanoag Trl,66,Wampanoag,Trl,East Providence,RI,02915,http://www.eastprovfirerescue.com/TITLEPAGE.html
-71.493315996999968,41.862818477000076,144,Johnston Fire Department,Station 2, ,99 Putnam Pike,99,Putnam,Pike,Johnston,RI,02919,http://www.fire-marshal.ri.gov/departments.php
-71.354977275999943,41.839659155000049,145,East Providence Fire Department,Station 3, ,30 North Broadway,30,North Broadway, ,East Providence,RI,02916,http://www.eastprovfirerescue.com/TITLEPAGE.html
-71.515864102999956,41.781018088000053,146,Cranston Fire Department,Station 6, ,1145 Scituate Ave,1145,Scituate,Ave,Cranston,RI,02921,http://www.cranstonri.com/generalpage.php?page=25
-71.545581307999953,41.899387361000038,147,Smithfield Fire Department,Station 3, ,15 Log Rd,15,Log,Rd,Smithfield,RI,02917,http://www.smithfieldfire.com/
-71.457434489999969,41.790025324000055,148,Cranston Fire Department,Station 3, ,1384 Cranston St,1384,Cranston,St,Cranston,RI,02920,http://www.cranstonri.com/generalpage.php?page=25
-71.490145702999939,41.805764129000067,149,Johnston Fire Department,Station 1, ,1173 Atwood Ave,1173,Atwood,Ave,Johnston,RI,02919,http://www.fire-marshal.ri.gov/departments.php
-71.457559452999988,41.755425881000065,150,Cranston Fire Department,Station 4, ,160 Sockanossett Cross Rd,160,Sockanossett Cross,Rd,Cranston,RI,02920,http://www.cranstonri.com/generalpage.php?page=25
-71.431102840999984,41.812462521000043,151,Rhode Island Office Of The State Fire Marshal, , ,118 Parade St,118,Parade,St,Providence,RI,2909,http://www.fire-marshal.ri.gov/
-71.479769860999966,41.742655282000044,152,Cranston Fire Department,Station 5, ,1041 Oaklawn Ave,1041,Oaklawn,Ave,Cranston,RI,02920,http://www.cranstonri.com/generalpage.php?page=25
-71.707812462999982,41.965590132000045,153,Pascoag Fire Department, , ,141 Howard Ave,141,Howard,Ave,Burrillville,RI,2859,http://www.pascoagfire.org/
-71.558907858999987,41.734890392000068,154,Hope-Jackson Fire Department, , ,117 Main St,117,Main,St,Scituate,RI,02831,http://www.hopejacksonfire.com/
-71.367069269999945,41.886214968000047,155,Cottage Street Fire Station, , ,385 Cottage St,385,Cottage,St,Pawtucket,RI,02861, 
-71.382105870999965,41.878948502000071,156,Roosevelt Ave Fire Station, , ,137 Roosevelt Ave,137,Roosevelt,Ave,Pawtucket,RI,02860, 
-71.371477313999947,41.872678215000064,157,Columbus Ave Fire Station, , ,2 Columbus Ave,2,Columbus,Ave,Pawtucket,RI,02860, 
-71.353991114999985,41.86796393000003,158,Newport Ave Fire Station, , ,385 Newport Ave,385,Newport,Ave,Pawtucket,RI,02861, 
-71.394145899999955,41.865289615000052,159,West Ave Fire Station,Sayles Ave Fire Station, ,394 West Ave,394,West,Ave,Pawtucket,RI,02860, 
-71.412695778999989,41.868336457000055,160,Smithfield Ave Fire Station, , ,301 Smithfield Ave,301,Smithfield,Ave,Pawtucket,RI,02860, 
